DAY_actual,TIME_actual,WIND_DIR_actual,WIND_SPEED_actual,TEMP_actual,QNH_actual,DATETIME,DAY_forecast,TIME_forecast,WIND_DIR_forecast,WIND_SPEED_forecast,TEMP_forecast,QFE,QNH_forecast,Accuracy
02,2100Z,200.0,5.0,28.0,1008.0,02 2100Z,2,2100Z,20,5,27,1007,1008,Not Accurate
02,2200Z,180.0,5.0,28.0,1008.0,02 2200Z,2,2200Z,340,3,28,1006,1007,Not Accurate
02,2300Z,150.0,4.0,28.0,1009.0,02 2300Z,2,2300Z,20,4,28,1006,1007,Not Accurate
03,0000Z,0.0,0.0,28.0,1009.0,03 0000Z,3,0000Z,290,5,27,1006,1007,Not Accurate
03,0100Z,0.0,0.0,29.0,1010.0,03 0100Z,3,0100Z,280,5,27,1007,1008,Not Accurate
03,0200Z,0.0,0.0,29.0,1011.0,03 0200Z,3,0200Z,300,4,27,1007,1008,Not Accurate
03,0300Z,230.0,4.0,29.0,1012.0,03 0300Z,3,0300Z,290,6,28,1008,1009,Not Accurate
03,0400Z,180.0,6.0,30.0,1013.0,03 0400Z,3,0400Z,280,6,29,1008,1009,Not Accurate
03,0500Z,190.0,5.0,31.0,1012.0,03 0500Z,3,0500Z,250,5,29,1009,1010,Not Accurate
03,0600Z,260.0,7.0,33.0,1012.0,03 0600Z,3,0600Z,260,6,29,1008,1009,Not Accurate
03,0700Z,220.0,8.0,33.0,1011.0,03 0700Z,3,0700Z,290,12,28,1007,1008,Not Accurate
03,0800Z,230.0,8.0,32.0,1010.0,03 0800Z,3,0800Z,300,12,28,1006,1007,Not Accurate
03,0900Z,210.0,7.0,32.0,1010.0,03 0900Z,3,0900Z,290,11,29,1006,1007,Not Accurate
03,1000Z,240.0,8.0,32.0,1009.0,03 1000Z,3,1000Z,300,12,29,1005,1006,Not Accurate
03,1100Z,280.0,11.0,31.0,1008.0,03 1100Z,3,1100Z,310,9,28,1005,1006,Not Accurate
03,1200Z,290.0,12.0,30.0,1008.0,03 1200Z,3,1200Z,340,7,28,1005,1006,Not Accurate
03,1300Z,290.0,9.0,29.0,1009.0,03 1300Z,3,1300Z,300,8,28,1005,1006,Not Accurate
03,1400Z,300.0,7.0,29.0,1010.0,03 1400Z,3,1400Z,310,6,28,1006,1007,Not Accurate
03,1500Z,290.0,4.0,29.0,1011.0,03 1500Z,3,1500Z,320,6,28,1006,1007,Not Accurate
03,1700Z,240.0,3.0,29.0,1013.0,03 1700Z,3,1700Z,310,6,28,1007,1008,Not Accurate
03,1800Z,190.0,3.0,29.0,1013.0,03 1800Z,3,1800Z,300,5,28,1007,1008,Not Accurate
03,1900Z,200.0,3.0,29.0,1012.0,03 1900Z,3,1900Z,290,6,28,1006,1007,Not Accurate
03,2000Z,200.0,3.0,29.0,1012.0,03 2000Z,3,2000Z,310,6,27,1006,1007,Not Accurate
03,2100Z,220.0,3.0,29.0,1012.0,03 2100Z,3,2100Z,300,6,27,1005,1006,Not Accurate
03,2200Z,240.0,4.0,28.0,1011.0,03 2200Z,3,2200Z,310,5,28,1004,1005,Not Accurate
03,2300Z,260.0,6.0,28.0,1011.0,03 2300Z,3,2300Z,310,5,28,1004,1005,Not Accurate
04,0100Z,270.0,5.0,28.0,1013.0,04 0100Z,4,0100Z,320,8,28,1005,1006,Not Accurate
04,0200Z,0.0,0.0,28.0,1013.0,04 0200Z,4,0200Z,320,8,29,1006,1007,Not Accurate
04,0300Z,0.0,0.0,29.0,1014.0,04 0300Z,4,0300Z,290,7,29,1007,1008,Not Accurate
04,0400Z,200.0,3.0,30.0,1014.0,04 0400Z,4,0400Z,290,7,30,1007,1008,Not Accurate
04,0500Z,250.0,4.0,31.0,1014.0,04 0500Z,4,0500Z,320,8,30,1007,1008,Not Accurate
04,0600Z,240.0,6.0,31.0,1013.0,04 0600Z,4,0600Z,290,8,31,1006,1007,Not Accurate
04,0700Z,240.0,5.0,32.0,1012.0,04 0700Z,4,0700Z,320,10,31,1006,1007,Not Accurate
04,0800Z,230.0,8.0,33.0,1012.0,04 0800Z,4,0800Z,310,11,32,1005,1006,Not Accurate
04,0900Z,250.0,12.0,32.0,1010.0,04 0900Z,4,0900Z,320,12,32,1004,1005,Not Accurate
04,1000Z,260.0,9.0,32.0,1009.0,04 1000Z,4,1000Z,300,11,32,1004,1005,Not Accurate
04,1100Z,340.0,8.0,31.0,1010.0,04 1100Z,4,1100Z,300,9,31,1003,1004,Not Accurate
04,1200Z,30.0,5.0,32.0,1010.0,04 1200Z,4,1200Z,290,10,30,1004,1005,Not Accurate
04,1300Z,0.0,0.0,29.0,1011.0,04 1300Z,4,1300Z,270,10,30,1004,1005,Not Accurate
04,1400Z,270.0,3.0,29.0,1011.0,04 1400Z,4,1400Z,280,10,29,1005,1005,Not Accurate
04,1500Z,210.0,3.0,29.0,1011.0,04 1500Z,4,1500Z,280,10,29,1006,1006,Not Accurate
04,1600Z,290.0,6.0,30.0,1011.0,04 1600Z,4,1600Z,300,7,29,1006,1006,Not Accurate
04,1700Z,310.0,4.0,29.0,1011.0,04 1700Z,4,1700Z,310,7,28,1007,1007,Not Accurate
04,1800Z,340.0,3.0,28.0,1011.0,04 1800Z,4,1800Z,320,7,28,1007,1007,Not Accurate
04,1900Z,0.0,0.0,28.0,1011.0,04 1900Z,4,1900Z,280,6,28,1006,1006,Not Accurate
04,2000Z,0.0,0.0,28.0,1010.0,04 2000Z,4,2000Z,320,6,28,1006,1006,Not Accurate
04,2100Z,0.0,0.0,27.0,1010.0,04 2100Z,4,2100Z,340,5,28,1005,1005,Not Accurate
04,2200Z,0.0,0.0,27.0,1010.0,04 2200Z,4,2200Z,320,4,28,1005,1005,Not Accurate
04,2300Z,0.0,0.0,27.0,1009.0,04 2300Z,4,2300Z,310,4,27,1005,1005,Not Accurate
05,0000Z,0.0,0.0,27.0,1010.0,05 0000Z,5,0000Z,N/A,3,27,1004,1005,Not Accurate
05,0100Z,0.0,0.0,27.0,1010.0,05 0100Z,5,0100Z,N/A,3,27,1005,1006,Not Accurate
05,0200Z,0.0,0.0,27.0,1011.0,05 0200Z,5,0200Z,310,5,27,1005,1006,Not Accurate
05,0300Z,70.0,3.0,28.0,1012.0,05 0300Z,5,0300Z,300,6,28,1006,1007,Not Accurate
05,0400Z,0.0,0.0,31.0,1012.0,05 0400Z,5,0400Z,320,6,29,1007,1008,Not Accurate
05,0500Z,350.0,3.0,34.0,1012.0,05 0500Z,5,0500Z,310,6,30,1007,1008,Not Accurate
05,0600Z,260.0,3.0,36.0,1011.0,05 0600Z,5,0600Z,300,8,31,1006,1007,Not Accurate
05,0700Z,240.0,8.0,34.0,1011.0,05 0700Z,5,0700Z,270,12,31,1006,1007,Not Accurate
05,0800Z,250.0,9.0,34.0,1010.0,05 0800Z,5,0800Z,280,12,31,1005,1006,Not Accurate
05,0900Z,260.0,12.0,34.0,1009.0,05 0900Z,5,0900Z,260,12,31,1004,1005,Not Accurate
05,1000Z,250.0,9.0,32.0,1007.0,05 1000Z,5,1000Z,280,12,31,1004,1005,Not Accurate
05,1100Z,240.0,7.0,33.0,1007.0,05 1100Z,5,1100Z,290,10,31,1003,1004,Not Accurate
05,1200Z,270.0,12.0,33.0,1007.0,05 1200Z,5,1200Z,290,10,30,1003,1004,Not Accurate
05,1300Z,260.0,9.0,31.0,1007.0,05 1300Z,5,1300Z,300,9,30,1004,1005,Not Accurate
05,1400Z,280.0,9.0,31.0,1008.0,05 1400Z,5,1400Z,290,8,30,1005,1006,Not Accurate
05,1500Z,270.0,6.0,30.0,1008.0,05 1500Z,5,1500Z,310,8,29,1005,1006,Not Accurate
05,1600Z,0.0,0.0,30.0,1009.0,05 1600Z,5,1600Z,290,6,28,1005,1006,Not Accurate
05,1700Z,0.0,0.0,29.0,1009.0,05 1700Z,5,1700Z,320,5,28,1005,1006,Not Accurate
05,1900Z,250.0,3.0,28.0,1009.0,05 1900Z,5,1900Z,320,5,27,1005,1006,Not Accurate
05,2200Z,310.0,3.0,28.0,1008.0,05 2200Z,5,2200Z,320,5,27,1004,1005,Not Accurate
05,2300Z,0.0,0.0,27.0,1008.0,05 2300Z,5,2300Z,330,6,27,1004,1005,Not Accurate
06,0000Z,0.0,0.0,27.0,1008.0,06 0000Z,6,0000Z,320,6,27,1004,1005,Not Accurate
06,0100Z,0.0,0.0,26.0,1009.0,06 0100Z,6,0100Z,330,5,28,1004,1005,Not Accurate
06,0200Z,0.0,0.0,27.0,1009.0,06 0200Z,6,0200Z,340,6,28,1005,1006,Not Accurate
06,0400Z,0.0,0.0,31.0,1011.0,06 0400Z,6,0400Z,290,9,29,1006,1007,Not Accurate
06,0500Z,90.0,3.0,34.0,1011.0,06 0500Z,6,0500Z,280,10,30,1006,1007,Not Accurate
06,0700Z,200.0,7.0,32.0,1010.0,06 0700Z,6,0700Z,280,12,31,1005,1006,Not Accurate
06,0800Z,220.0,8.0,32.0,1008.0,06 0800Z,6,0800Z,290,12,31,1005,1006,Not Accurate
06,0900Z,230.0,8.0,32.0,1007.0,06 0900Z,6,0900Z,290,11,32,1004,1005,Not Accurate
06,1000Z,250.0,10.0,32.0,1007.0,06 1000Z,6,1000Z,290,8,32,1004,1005,Not Accurate
06,1100Z,260.0,10.0,31.0,1006.0,06 1100Z,6,1100Z,300,9,31,1003,1004,Not Accurate
06,1200Z,250.0,9.0,30.0,1006.0,06 1200Z,6,1200Z,300,10,31,1003,1004,Not Accurate
06,1300Z,240.0,6.0,30.0,1007.0,06 1300Z,6,1300Z,290,10,30,1004,1005,Not Accurate
06,1400Z,230.0,3.0,29.0,1008.0,06 1400Z,6,1400Z,280,8,29,1004,1005,Not Accurate
06,1500Z,0.0,0.0,29.0,1008.0,06 1500Z,6,1500Z,270,8,29,1005,1006,Not Accurate
06,1600Z,0.0,0.0,29.0,1009.0,06 1600Z,6,1600Z,280,7,29,1005,1006,Not Accurate
06,1700Z,230.0,3.0,29.0,1009.0,06 1700Z,6,1700Z,260,7,29,1006,1007,Not Accurate
06,1800Z,240.0,3.0,28.0,1009.0,06 1800Z,6,1800Z,270,8,29,1005,1006,Not Accurate
06,1900Z,0.0,0.0,28.0,1009.0,06 1900Z,6,1900Z,280,8,29,1005,1006,Not Accurate
06,2000Z,0.0,0.0,28.0,1009.0,06 2000Z,6,2000Z,280,8,28,1004,1005,Not Accurate
06,2100Z,0.0,0.0,28.0,1008.0,06 2100Z,6,2100Z,270,8,28,1004,1005,Not Accurate
06,2200Z,50.0,3.0,28.0,1008.0,06 2200Z,6,2200Z,270,6,28,1005,1006,Not Accurate
06,2300Z,0.0,0.0,27.0,1008.0,06 2300Z,6,2300Z,280,6,28,1005,1006,Not Accurate
07,0000Z,0.0,0.0,27.0,1008.0,07 0000Z,7,0000Z,270,5,28,1005,1006,Not Accurate
07,0100Z,0.0,0.0,26.0,1009.0,07 0100Z,7,0100Z,260,6,28,1005,1006,Not Accurate
07,0300Z,0.0,0.0,29.0,1010.0,07 0300Z,7,0300Z,280,7,29,1006,1007,Not Accurate
07,0400Z,0.0,0.0,32.0,1011.0,07 0400Z,7,0400Z,270,7,29,1007,1008,Not Accurate
07,0500Z,250.0,5.0,33.0,1011.0,07 0500Z,7,0500Z,280,8,30,1006,1007,Not Accurate
07,0600Z,260.0,6.0,33.0,1010.0,07 0600Z,7,0600Z,290,10,31,1006,1007,Not Accurate
07,0700Z,230.0,8.0,33.0,1009.0,07 0700Z,7,0700Z,290,8,31,1005,1006,Not Accurate
07,0800Z,250.0,10.0,33.0,1008.0,07 0800Z,7,0800Z,290,8,29,1005,1006,Not Accurate
07,0900Z,250.0,11.0,34.0,1007.0,07 0900Z,7,0900Z,300,9,29,1004,1005,Not Accurate
07,1000Z,300.0,11.0,35.0,1006.0,07 1000Z,7,1000Z,290,9,28,1003,1004,Not Accurate
07,1100Z,330.0,8.0,36.0,1005.0,07 1100Z,7,1100Z,280,8,28,1003,1004,Not Accurate
07,1300Z,280.0,10.0,33.0,1005.0,07 1300Z,7,1300Z,280,8,28,1004,1005,Not Accurate
07,1400Z,290.0,8.0,32.0,1006.0,07 1400Z,7,1400Z,270,8,28,1004,1005,Not Accurate
07,1500Z,240.0,3.0,32.0,1007.0,07 1500Z,7,1500Z,290,8,28,1004,1005,Not Accurate
07,1600Z,280.0,9.0,30.0,1008.0,07 1600Z,7,1600Z,50,5,27,1004,1005,Not Accurate
07,1700Z,310.0,6.0,30.0,1009.0,07 1700Z,7,1700Z,40,5,26,1004,1005,Not Accurate
07,1800Z,300.0,5.0,30.0,1009.0,07 1800Z,7,1800Z,30,4,26,1004,1005,Not Accurate
07,1900Z,0.0,0.0,29.0,1009.0,07 1900Z,7,1900Z,260,7,27,1004,1005,Not Accurate
07,2000Z,0.0,0.0,29.0,1008.0,07 2000Z,7,2000Z,270,7,26,1004,1005,Not Accurate
07,2100Z,0.0,0.0,29.0,1008.0,07 2100Z,7,2100Z,260,7,25,1003,1004,Not Accurate
07,2200Z,0.0,0.0,28.0,1007.0,07 2200Z,7,2200Z,280,8,26,1003,1004,Not Accurate
07,2300Z,0.0,0.0,27.0,1008.0,07 2300Z,7,2300Z,260,8,26,1003,1004,Not Accurate
08,0000Z,0.0,0.0,26.0,1008.0,08 0000Z,8,0000Z,280,7,26,1004,1005,Not Accurate
08,0100Z,0.0,0.0,28.0,1009.0,08 0100Z,8,0100Z,250,8,26,1004,1005,Not Accurate
08,0200Z,0.0,0.0,27.0,1010.0,08 0200Z,8,0200Z,210,10,26,1005,1006,Not Accurate
08,0300Z,0.0,0.0,30.0,1010.0,08 0300Z,8,0300Z,240,8,27,1006,1007,Not Accurate
08,0400Z,0.0,0.0,32.0,1011.0,08 0400Z,8,0400Z,260,7,27,1006,1007,Not Accurate
08,0500Z,100.0,3.0,34.0,1011.0,08 0500Z,8,0500Z,280,12,28,1006,1007,Not Accurate
08,0600Z,280.0,6.0,34.0,1011.0,08 0600Z,8,0600Z,260,12,29,1006,1007,Not Accurate
08,0700Z,280.0,9.0,33.0,1010.0,08 0700Z,8,0700Z,290,12,28,1005,1006,Not Accurate
08,0800Z,270.0,8.0,33.0,1009.0,08 0800Z,8,0800Z,290,13,28,1005,1006,Not Accurate
08,0900Z,280.0,9.0,33.0,1008.0,08 0900Z,8,0900Z,290,10,28,1004,1005,Not Accurate
08,1000Z,310.0,10.0,33.0,1007.0,08 1000Z,8,1000Z,290,8,28,1004,1005,Not Accurate
08,1100Z,300.0,11.0,32.0,1006.0,08 1100Z,8,1100Z,290,8,28,1004,1005,Not Accurate
08,1200Z,310.0,8.0,33.0,1006.0,08 1200Z,8,1200Z,290,7,27,1004,1005,Not Accurate
08,1300Z,320.0,7.0,32.0,1006.0,08 1300Z,8,1300Z,270,8,27,1005,1006,Not Accurate
08,1400Z,320.0,3.0,32.0,1007.0,08 1400Z,8,1400Z,280,8,27,1005,1006,Not Accurate
08,1500Z,320.0,6.0,31.0,1008.0,08 1500Z,8,1500Z,280,8,28,1005,1006,Not Accurate
08,1600Z,310.0,3.0,31.0,1009.0,08 1600Z,8,1600Z,270,7,28,1006,1007,Not Accurate
08,1700Z,320.0,6.0,30.0,1010.0,08 1700Z,8,1700Z,270,7,27,1006,1007,Not Accurate
08,1800Z,320.0,3.0,31.0,1010.0,08 1800Z,8,1800Z,280,7,28,1006,1007,Not Accurate
08,1900Z,330.0,3.0,30.0,1009.0,08 1900Z,8,1900Z,270,6,28,1005,1006,Not Accurate
08,2000Z,230.0,4.0,29.0,1009.0,08 2000Z,8,2000Z,270,7,28,1005,1006,Not Accurate
08,2100Z,240.0,4.0,29.0,1008.0,08 2100Z,8,2100Z,280,8,28,1004,1005,Not Accurate
08,2200Z,200.0,5.0,29.0,1009.0,08 2200Z,8,2200Z,290,7,28,1004,1005,Not Accurate
08,2300Z,200.0,5.0,29.0,1009.0,08 2300Z,8,2300Z,300,8,27,1004,1005,Not Accurate
09,0000Z,180.0,5.0,28.0,1010.0,09 0000Z,9,0000Z,280,10,28,1004,1005,Not Accurate
09,0100Z,0.0,0.0,28.0,1010.0,09 0100Z,9,0100Z,290,8,28,1005,1006,Not Accurate
09,0200Z,130.0,4.0,28.0,1010.0,09 0200Z,9,0200Z,300,8,28,1006,1007,Not Accurate
09,0300Z,140.0,4.0,29.0,1011.0,09 0300Z,9,0300Z,310,9,29,1006,1007,Not Accurate
09,0400Z,160.0,5.0,30.0,1011.0,09 0400Z,9,0400Z,300,9,29,1006,1007,Not Accurate
09,0500Z,220.0,4.0,32.0,1011.0,09 0500Z,9,0500Z,290,8,29,1007,1008,Not Accurate
09,0600Z,230.0,5.0,33.0,1010.0,09 0600Z,9,0600Z,280,10,29,1006,1007,Not Accurate
09,0700Z,290.0,6.0,33.0,1009.0,09 0700Z,9,0700Z,290,10,28,1006,1007,Not Accurate
09,0800Z,300.0,8.0,33.0,1008.0,09 0800Z,9,0800Z,300,10,27,1005,1006,Not Accurate
09,0900Z,290.0,10.0,33.0,1007.0,09 0900Z,9,0900Z,290,9,27,1004,1005,Not Accurate
09,1000Z,290.0,11.0,32.0,1006.0,09 1000Z,9,1000Z,300,9,26,1004,1005,Not Accurate
09,1100Z,300.0,13.0,31.0,1006.0,09 1100Z,9,1100Z,290,10,27,1003,1004,Not Accurate
09,1200Z,290.0,13.0,31.0,1005.0,09 1200Z,9,1200Z,280,10,27,1004,1005,Not Accurate
09,1300Z,320.0,6.0,30.0,1006.0,09 1300Z,9,1300Z,270,9,28,1004,1005,Not Accurate
09,1400Z,330.0,8.0,30.0,1006.0,09 1400Z,9,1400Z,250,8,28,1005,1006,Not Accurate
09,1500Z,310.0,4.0,30.0,1007.0,09 1500Z,9,1500Z,250,7,27,1005,1006,Not Accurate
09,1600Z,230.0,3.0,29.0,1008.0,09 1600Z,9,1600Z,250,8,27,1005,1006,Not Accurate
09,1700Z,310.0,3.0,29.0,1008.0,09 1700Z,9,1700Z,240,7,27,1005,1006,Not Accurate
09,1800Z,300.0,6.0,29.0,1008.0,09 1800Z,9,1800Z,240,8,27,1006,1007,Not Accurate
09,1900Z,250.0,4.0,29.0,1008.0,09 1900Z,9,1900Z,280,7,28,1005,1006,Not Accurate
09,2000Z,230.0,3.0,29.0,1007.0,09 2000Z,9,2000Z,270,6,27,1005,1006,Not Accurate
09,2100Z,220.0,3.0,28.0,1006.0,09 2100Z,9,2100Z,240,5,27,1004,1005,Accurate
09,2200Z,150.0,3.0,29.0,1007.0,09 2200Z,9,2200Z,240,5,27,1003,1004,Not Accurate
09,2300Z,150.0,6.0,29.0,1007.0,09 2300Z,9,2300Z,250,6,27,1003,1004,Not Accurate
10,0000Z,150.0,6.0,29.0,1007.0,10 0000Z,10,0000Z,250,7,28,1004,1005,Not Accurate
10,0100Z,150.0,5.0,28.0,1008.0,10 0100Z,10,0100Z,260,8,28,1005,1006,Not Accurate
10,0200Z,150.0,6.0,29.0,1008.0,10 0200Z,10,0200Z,270,8,29,1005,1006,Not Accurate
10,0300Z,180.0,5.0,29.0,1010.0,10 0300Z,10,0300Z,280,8,29,1006,1007,Not Accurate
10,0400Z,200.0,5.0,30.0,1010.0,10 0400Z,10,0400Z,270,9,30,1006,1007,Not Accurate
10,0500Z,260.0,8.0,31.0,1009.0,10 0500Z,10,0500Z,270,10,30,1006,1007,Not Accurate
10,0600Z,250.0,8.0,32.0,1009.0,10 0600Z,10,0600Z,270,11,30,1006,1007,Not Accurate
10,0700Z,220.0,8.0,32.0,1008.0,10 0700Z,10,0700Z,270,8,30,1005,1006,Not Accurate
10,0800Z,210.0,9.0,33.0,1007.0,10 0800Z,10,0800Z,260,7,30,1005,1006,Not Accurate
10,0900Z,210.0,10.0,32.0,1006.0,10 0900Z,10,0900Z,270,7,29,1004,1005,Not Accurate
10,1000Z,220.0,8.0,32.0,1005.0,10 1000Z,10,1000Z,280,7,29,1004,1005,Not Accurate
10,1100Z,280.0,10.0,31.0,1005.0,10 1100Z,10,1100Z,280,10,29,1004,1005,Not Accurate
